date,BTC,VIX,ETH,bitcoin,cryptocurrency,ethereum,crypto,btc,eth,crypto crash,bitcoin crash,buy bitcoin,sell bitcoin,crypto bull run,solana,altcoin,bitcoin price,crypto wallet
2019-12-27,7290.08837890625,13.43000030517578,127.21460723876952,5,0,0,1,1,35,0,0,15,2,0,3,0,16,0
2019-12-30,7292.9951171875,14.81999969482422,132.63348388671875,5,0,0,1,1,37,0,1,16,3,0,3,0,16,0
2019-12-31,7193.59912109375,13.779999732971191,129.61085510253906,5,0,0,1,1,31,0,1,21,3,0,3,0,16,0
2020-01-02,6985.47021484375,12.470000267028809,127.4101791381836,25,2,2,3,7,21,0,0,9,1,0,4,0,20,0
2020-01-03,7344.88427734375,14.020000457763672,134.1717071533203,29,2,2,3,8,22,0,0,11,1,0,4,0,21,0
2020-01-06,7769.21923828125,13.850000381469728,144.3041534423828,30,2,2,4,8,30,0,0,9,1,0,3,0,22,0
2020-01-07,8163.6923828125,13.789999961853027,143.5439910888672,35,2,2,4,10,31,0,1,12,2,0,3,1,27,0
2020-01-08,8079.86279296875,13.449999809265137,141.2581329345703,38,2,2,4,11,26,0,1,10,1,0,4,0,29,0
2020-01-09,7879.0712890625,12.539999961853027,138.9792022705078,30,2,2,4,8,24,0,0,9,1,0,4,0,21,0
2020-01-10,8166.55419921875,12.5600004196167,143.96377563476562,29,2,2,4,8,26,0,0,13,1,0,4,1,21,0
2020-01-13,8144.1943359375,12.31999969482422,144.22659301757812,26,2,2,4,7,27,0,0,9,2,0,4,0,20,0
2020-01-14,8827.7646484375,12.390000343322754,165.95535278320312,37,2,3,5,11,33,0,1,11,2,0,4,1,26,0
2020-01-15,8807.0107421875,12.420000076293944,166.23068237304688,36,2,3,5,10,32,0,0,16,3,0,4,1,26,1
2020-01-16,8723.7861328125,12.31999969482422,164.39100646972656,33,2,2,4,9,29,0,0,11,2,0,4,1,24,0
2020-01-17,8929.0380859375,12.100000381469728,170.7799530029297,34,2,3,4,9,29,0,0,10,2,0,4,1,24,1
2020-01-21,8745.89453125,12.850000381469728,169.69715881347656,28,2,2,4,8,29,0,0,9,1,0,4,1,22,1
2020-01-22,8680.8759765625,12.90999984741211,168.29415893554688,27,2,2,4,7,29,0,0,10,2,0,4,0,20,0
2020-01-23,8406.515625,12.979999542236328,162.92855834960938,27,2,2,4,8,27,0,0,9,1,0,4,1,20,0
2020-01-24,8445.4345703125,14.5600004196167,163.05117797851562,26,2,2,4,7,23,0,0,8,1,0,3,1,20,0
2020-01-27,8909.8193359375,18.229999542236328,170.93089294433594,28,2,2,4,8,27,0,1,8,1,0,4,0,21,0
2020-01-28,9358.58984375,16.280000686645508,176.3703155517578,31,2,2,4,9,28,0,0,9,2,0,4,1,25,1
2020-01-29,9316.6298828125,16.389999389648438,175.0503387451172,33,2,2,4,10,28,0,0,8,2,0,3,1,26,0
2020-01-30,9508.9931640625,15.489999771118164,184.6904754638672,33,2,3,4,9,31,0,1,12,2,0,3,1,26,0
2020-01-31,9350.529296875,18.84000015258789,180.16017150878903,30,2,2,4,9,27,0,0,10,1,0,4,0,25,0
2020-02-03,9293.521484375,17.969999313354492,189.8650665283203,28,2,2,4,8,33,0,0,9,2,0,3,1,23,1
2020-02-04,9180.962890625,16.049999237060547,189.25059509277344,29,2,2,4,8,29,0,0,12,1,0,3,1,22,1
2020-02-05,9613.423828125,15.149999618530272,204.2302398681641,32,2,3,4,9,33,0,1,10,1,0,4,1,25,1
2020-02-06,9729.8017578125,14.960000038146973,212.33908081054688,35,2,4,5,11,37,0,1,10,2,0,4,1,26,1
2020-02-07,9795.943359375,15.470000267028809,222.72605895996097,31,2,4,4,10,40,0,0,8,2,0,3,1,25,0
2020-02-10,9856.611328125,15.039999961853027,223.522705078125,35,2,3,4,11,34,0,1,10,1,0,4,1,26,1
2020-02-11,10208.236328125,15.18000030517578,235.8511962890625,35,2,4,6,10,36,0,0,9,2,0,3,1,29,1
2020-02-12,10326.0546875,13.739999771118164,265.4061279296875,40,3,6,8,12,52,0,1,11,3,0,3,1,31,1
2020-02-13,10214.3798828125,14.149999618530272,268.0992431640625,37,2,5,7,11,48,0,0,9,2,0,4,1,29,1
2020-02-14,10312.1162109375,13.68000030517578,284.2174987792969,32,2,4,5,9,42,0,0,9,2,0,4,1,26,1
2020-02-18,10141.99609375,14.829999923706056,281.944580078125,32,2,4,5,9,45,0,1,10,2,0,3,1,24,1
2020-02-19,9633.38671875,14.380000114440918,259.76397705078125,34,2,4,5,10,44,0,0,9,2,0,4,1,26,1
2020-02-20,9608.4755859375,15.5600004196167,257.949462890625,35,2,3,5,9,40,0,0,10,2,0,4,1,27,0
2020-02-21,9686.44140625,17.079999923706055,265.6006164550781,32,2,3,4,8,37,0,0,10,2,0,4,1,24,1
2020-02-24,9650.1748046875,25.030000686645508,265.2164306640625,34,2,3,4,9,38,0,0,10,2,0,3,1,26,0
2020-02-25,9341.705078125,27.850000381469727,247.81759643554688,31,2,3,4,9,37,0,1,9,1,0,4,0,25,0
2020-02-26,8820.5224609375,27.559999465942383,225.6802673339844,36,2,3,5,10,35,0,1,10,1,0,4,0,25,1
2020-02-27,8784.494140625,39.15999984741211,226.75338745117188,34,2,3,4,10,36,0,1,11,2,0,4,1,28,0
2020-02-28,8672.455078125,40.11000061035156,226.760498046875,35,2,3,4,9,33,0,2,10,1,0,4,0,30,0
2020-03-02,8869.669921875,33.41999816894531,230.5697784423828,31,2,3,4,8,34,0,0,9,1,0,4,0,23,0
2020-03-03,8787.7861328125,36.81999969482422,224.47962951660156,29,2,2,4,8,32,0,0,8,1,0,3,0,24,0
2020-03-04,8755.24609375,31.989999771118164,224.5179748535156,31,5,2,5,8,30,0,0,12,2,0,4,0,25,0
2020-03-05,9078.7626953125,39.619998931884766,229.2681884765625,33,4,2,5,8,31,0,0,10,2,0,4,0,25,1
2020-03-06,9122.5458984375,41.939998626708984,243.5252990722656,30,3,3,4,9,29,0,0,9,1,0,4,1,26,0
2020-03-09,7923.64453125,54.459999084472656,201.986328125,50,3,3,5,14,37,1,2,13,2,0,4,0,50,0
2020-03-10,7909.7294921875,47.29999923706055,200.76724243164065,40,2,3,4,10,34,0,1,12,2,0,3,0,33,1
2020-03-11,7911.43017578125,53.900001525878906,194.8685302734375,33,2,2,4,9,30,0,1,9,2,0,3,1,27,0
2020-03-12,4970.7880859375,75.47000122070312,112.3471221923828,72,3,4,5,19,48,2,6,16,2,0,3,0,67,0
2020-03-13,5563.70703125,57.83000183105469,133.20181274414062,100,3,5,6,27,55,1,8,30,3,0,4,1,100,1
2020-03-16,5014.47998046875,82.69000244140625,110.60587310791016,68,2,4,5,17,38,0,3,18,2,0,3,0,75,0
2020-03-17,5225.62939453125,75.91000366210938,113.9427490234375,55,2,3,4,14,31,0,1,16,2,0,3,0,57,0
2020-03-18,5238.4384765625,76.44999694824219,114.84226989746094,52,2,3,4,13,29,0,1,14,2,0,3,0,56,0
2020-03-19,6191.19287109375,72.0,136.59385681152344,57,2,3,4,14,30,0,1,16,2,0,3,1,55,1
2020-03-20,6198.7783203125,66.04000091552734,132.73716735839844,58,2,3,4,15,31,0,1,15,2,0,3,1,53,0
2020-03-23,6416.31494140625,61.59000015258789,134.91160583496094,47,2,3,4,12,27,0,1,12,2,0,3,0,48,0
2020-03-24,6734.8037109375,61.66999816894531,138.76144409179688,47,2,3,4,12,27,0,1,13,2,0,3,0,45,1
2020-03-25,6681.06298828125,63.95000076293945,136.19589233398438,45,2,2,4,11,25,0,0,13,2,0,3,0,38,0
2020-03-26,6716.4404296875,61.0,138.36155700683594,41,2,2,4,10,25,0,1,12,2,0,3,1,34,0
2020-03-27,6469.79833984375,65.54000091552734,133.9379425048828,38,2,2,4,10,24,0,1,12,1,0,3,0,30,1
2020-03-30,6429.841796875,57.08000183105469,132.904541015625,38,2,2,4,10,25,0,0,12,2,0,3,0,32,1
2020-03-31,6438.64453125,53.540000915527344,133.59356689453125,35,2,2,4,9,24,0,0,11,2,0,3,0,27,0
2020-04-01,6606.7763671875,57.060001373291016,135.63455200195312,34,2,2,4,9,25,0,0,12,1,0,3,0,26,0
2020-04-02,6793.62451171875,50.90999984741211,142.02914428710938,38,2,2,4,11,24,0,1,12,2,0,3,1,31,0
2020-04-03,6733.38720703125,46.79999923706055,142.09130859375,36,2,2,4,10,25,0,0,14,2,0,3,1,29,1
2020-04-06,7271.78125,45.2400016784668,169.13587951660156,38,2,3,4,11,29,0,1,14,2,0,3,1,31,1
2020-04-07,7176.41455078125,46.70000076293945,165.10194396972656,41,2,3,4,11,30,0,1,13,2,0,3,0,29,1
2020-04-08,7334.0986328125,43.349998474121094,172.64173889160156,36,2,3,5,9,28,0,0,13,2,0,3,1,28,1
2020-04-09,7302.08935546875,41.66999816894531,170.80714416503906,35,2,3,5,9,26,0,0,13,2,0,3,1,24,0
2020-04-13,6845.03759765625,41.16999816894531,156.27955627441406,37,2,3,5,9,26,0,1,13,2,0,8,0,29,1
2020-04-14,6842.427734375,37.7599983215332,157.5963897705078,33,2,2,4,9,26,0,0,11,1,0,4,0,24,1
2020-04-15,6642.10986328125,40.84000015258789,153.28689575195312,36,2,2,4,9,26,0,1,15,1,0,3,0,23,1
2020-04-16,7116.80419921875,40.11000061035156,172.15737915039062,36,2,3,4,9,27,0,1,14,2,0,3,0,25,1
2020-04-17,7096.1845703125,38.150001525878906,171.63858032226562,32,2,3,4,8,27,0,1,14,2,0,3,0,24,0
2020-04-20,6881.95849609375,43.83000183105469,172.2971649169922,34,2,3,4,9,31,0,1,13,2,0,3,0,26,0
2020-04-21,6880.3232421875,45.40999984741211,172.73770141601562,34,2,3,4,9,30,0,0,13,2,0,3,0,26,1
2020-04-22,7117.20751953125,41.97999954223633,182.59957885742188,34,2,3,5,9,29,0,0,13,2,0,3,1,24,1
2020-04-23,7429.724609375,41.380001068115234,185.02867126464844,39,2,3,4,10,32,0,1,12,2,0,3,0,28,1
2020-04-24,7550.90087890625,35.93000030517578,189.2369384765625,37,2,3,4,10,29,0,0,13,2,0,3,1,25,1
2020-04-27,7795.60107421875,33.290000915527344,197.22471618652344,38,2,4,5,10,34,0,1,16,2,0,3,1,27,1
2020-04-28,7807.05859375,33.56999969482422,198.41539001464844,38,2,3,4,10,33,0,1,16,2,0,3,1,26,1
2020-04-29,8801.0380859375,31.229999542236328,216.96823120117188,53,3,5,5,15,41,0,1,19,3,0,3,1,39,1
2020-04-30,8658.5537109375,34.150001525878906,207.60205078125,60,3,5,5,18,41,0,1,21,4,0,3,1,49,1
2020-05-01,8864.7666015625,37.189998626708984,214.21910095214844,47,3,4,5,13,30,0,1,17,3,0,3,1,39,1
2020-05-04,8912.654296875,35.970001220703125,208.17401123046875,45,3,4,5,12,34,0,0,15,3,0,3,1,34,1
2020-05-05,9003.0703125,33.61000061035156,206.77439880371097,43,2,3,5,12,33,0,1,15,2,0,3,1,30,1
2020-05-06,9268.76171875,34.119998931884766,204.0557861328125,47,2,3,5,13,32,0,1,16,3,0,3,1,33,1
2020-05-07,9951.5185546875,31.440000534057617,212.28941345214844,58,3,4,5,16,35,0,1,19,3,0,3,1,44,1
2020-05-08,9842.666015625,27.979999542236328,212.9915771484375,64,3,4,6,18,34,0,1,24,3,0,3,1,52,1
2020-05-11,8601.7958984375,27.56999969482422,185.912841796875,83,3,4,5,20,34,0,1,21,3,0,3,1,55,1
2020-05-12,8804.4775390625,33.040000915527344,189.3125,66,3,4,5,16,32,0,1,19,3,0,3,1,50,1
2020-05-13,9269.9873046875,35.279998779296875,199.1932830810547,54,2,3,5,14,33,0,1,16,2,0,3,1,42,1
2020-05-14,9733.7216796875,32.61000061035156,202.9490966796875,54,2,4,5,16,34,0,1,16,3,0,3,1,44,1
2020-05-15,9328.197265625,31.88999938964844,195.62266540527344,47,2,3,5,13,31,0,1,15,2,0,3,1,39,1
2020-05-18,9726.5751953125,29.299999237060547,214.52505493164065,43,2,4,5,12,38,0,0,15,2,0,3,1,36,1
2020-05-19,9729.0380859375,30.530000686645508,213.45111083984375,40,2,3,5,12,33,0,1,14,2,0,3,1,29,1
2020-05-20,9522.9814453125,27.989999771118164,210.09674072265625,41,2,3,5,11,29,0,1,15,2,0,3,1,30,1
2020-05-21,9081.76171875,29.530000686645508,199.88360595703125,42,2,3,5,12,29,0,1,15,2,0,3,1,32,1
2020-05-22,9182.5771484375,28.15999984741211,207.169189453125,41,2,3,5,11,30,0,1,13,2,0,3,1,28,1
2020-05-26,8835.052734375,28.010000228881836,201.90231323242188,37,2,3,5,11,33,0,0,13,2,0,3,1,26,1
2020-05-27,9181.017578125,27.6200008392334,208.86343383789065,36,2,3,5,11,32,0,0,13,2,0,3,1,26,1
2020-05-28,9525.7509765625,28.59000015258789,219.8404235839844,34,2,3,5,11,32,0,0,13,2,0,3,1,26,1
2020-05-29,9439.1240234375,27.510000228881836,220.6751251220703,35,2,3,5,10,34,0,1,12,2,0,3,1,27,1
2020-06-01,10167.2685546875,28.229999542236328,246.99176025390625,33,2,4,5,10,35,0,0,13,2,0,3,1,24,1
2020-06-02,9529.8037109375,26.84000015258789,237.21905517578125,48,2,5,5,15,45,0,1,14,3,0,3,1,39,1
2020-06-03,9656.7177734375,25.65999984741211,244.1793212890625,36,2,4,4,13,36,0,1,12,2,0,3,1,27,1
2020-06-04,9800.63671875,25.809999465942383,244.4263916015625,35,2,4,5,11,38,0,0,12,2,0,4,1,25,1
2020-06-05,9665.533203125,24.520000457763672,241.22198486328125,34,2,3,4,11,34,0,1,13,2,0,3,1,25,1
2020-06-08,9771.4892578125,25.809999465942383,246.30990600585935,32,2,3,5,9,35,0,0,13,2,0,4,1,23,1
2020-06-09,9795.7001953125,27.56999969482422,244.9114532470703,32,2,3,5,10,36,0,1,12,2,0,3,1,22,1
2020-06-10,9870.0947265625,27.56999969482422,247.4449462890625,33,2,3,5,10,38,0,0,11,2,0,4,1,21,1
2020-06-11,9321.78125,40.790000915527344,231.70266723632812,36,2,4,5,10,36,0,1,13,2,0,4,1,25,1
2020-06-12,9480.84375,36.09000015258789,237.4932098388672,32,2,3,4,10,34,0,1,12,2,0,3,1,24,1
2020-06-15,9450.7021484375,34.400001525878906,229.9289093017578,33,2,3,5,10,35,0,1,12,2,0,4,1,24,1
2020-06-16,9538.0244140625,33.66999816894531,234.41616821289065,31,2,3,4,9,34,0,0,12,2,0,3,1,23,1
2020-06-17,9480.2548828125,33.470001220703125,233.0282745361328,31,2,3,5,9,35,0,1,12,2,0,3,1,22,1
2020-06-18,9411.8408203125,32.939998626708984,232.1011657714844,31,2,3,5,8,32,0,0,12,2,0,3,1,21,1
2020-06-19,9288.0185546875,35.119998931884766,227.13829040527344,29,2,3,5,8,32,0,0,11,1,0,4,1,20,1
2020-06-22,9648.7177734375,31.770000457763672,242.53318786621097,31,2,3,5,8,35,0,0,11,2,0,4,1,20,1
2020-06-23,9629.658203125,31.3700008392334,244.14215087890625,30,2,3,5,9,37,0,0,13,2,0,4,0,23,1
2020-06-24,9313.6103515625,33.84000015258789,235.7724609375,30,2,4,5,9,38,0,1,12,1,0,4,1,22,1
2020-06-25,9264.8134765625,32.220001220703125,232.94448852539065,30,2,3,5,8,35,0,0,12,2,0,4,1,21,1
2020-06-26,9162.91796875,34.72999954223633,229.6680450439453,29,2,3,6,8,32,0,0,12,2,0,3,0,20,1
2020-06-29,9190.8544921875,31.780000686645508,228.1948699951172,28,2,3,4,8,35,0,1,10,2,0,4,0,21,1
2020-06-30,9137.9931640625,30.43000030517578,226.31500244140625,28,2,3,5,8,34,0,1,12,1,0,3,0,19,1
2020-07-01,9228.3251953125,28.6200008392334,231.11341857910156,29,2,3,5,9,35,0,0,12,2,0,3,1,20,1
2020-07-02,9123.41015625,27.68000030517578,229.39219665527344,29,2,3,5,8,35,0,0,13,1,0,4,0,20,1
2020-07-06,9375.474609375,27.940000534057617,241.51022338867188,29,2,3,5,8,36,0,0,11,1,0,3,1,22,0
2020-07-07,9252.27734375,29.43000030517578,239.07553100585935,28,2,3,5,8,37,0,0,13,2,0,4,1,20,1
2020-07-08,9428.3330078125,28.079999923706055,246.6700134277344,29,3,4,7,9,37,0,1,14,2,0,3,1,21,1
2020-07-09,9277.9677734375,29.260000228881836,243.01596069335935,29,3,4,5,9,38,0,0,12,3,0,4,1,22,1
2020-07-10,9278.8076171875,27.290000915527344,240.9849853515625,27,2,3,5,8,34,0,0,12,2,0,3,1,21,1
2020-07-13,9243.6142578125,32.189998626708984,239.6045837402344,28,2,3,5,8,38,0,0,12,2,0,3,1,18,1
2020-07-14,9243.2138671875,29.520000457763672,240.21148681640625,30,2,3,5,7,36,0,0,13,2,0,4,1,19,1
2020-07-15,9192.8369140625,27.760000228881836,238.42352294921875,33,3,3,6,10,36,0,0,13,2,0,4,1,19,1
2020-07-16,9132.2275390625,28.0,233.6408843994141,39,3,3,6,10,36,0,0,14,2,0,4,0,22,1
2020-07-17,9151.392578125,25.68000030517578,232.77308654785156,31,2,3,5,8,36,0,0,13,2,0,3,1,18,1
2020-07-20,9164.2314453125,24.459999084472656,236.15316772460935,27,2,3,5,7,37,0,0,12,2,0,4,1,16,1
2020-07-21,9374.8876953125,24.84000015258789,245.0167236328125,29,2,3,5,8,39,0,0,12,2,0,4,1,18,1
2020-07-22,9525.36328125,24.31999969482422,262.1906433105469,28,3,4,5,8,37,0,1,12,2,0,4,1,19,1
2020-07-23,9581.072265625,26.079999923706055,274.6890563964844,30,3,6,6,9,55,0,0,12,2,0,4,1,20,1
2020-07-24,9536.892578125,25.84000015258789,279.2154235839844,31,3,6,5,9,54,0,0,13,2,0,4,1,21,1
2020-07-27,10990.873046875,24.739999771118164,321.51409912109375,52,3,9,7,17,83,0,1,17,3,0,4,1,44,1
2020-07-28,10912.8232421875,25.440000534057617,316.6572570800781,55,3,7,6,19,65,0,1,17,3,0,3,1,50,1
2020-07-29,11100.4677734375,24.100000381469727,318.1908874511719,46,3,6,6,14,60,0,0,16,2,0,4,1,39,1
2020-07-30,11111.2138671875,24.760000228881836,334.5866394042969,40,3,6,6,13,53,0,0,15,3,0,4,1,33,1
2020-07-31,11323.466796875,24.459999084472656,345.5546569824219,43,3,7,7,13,66,0,0,15,3,0,4,1,34,1
2020-08-03,11246.3486328125,24.280000686645508,386.295166015625,43,3,9,7,13,73,0,1,15,3,0,4,1,39,1
2020-08-04,11205.892578125,23.760000228881836,389.87548828125,37,3,8,6,12,69,0,0,15,2,0,4,1,31,1
2020-08-05,11747.0224609375,22.989999771118164,401.590576171875,43,3,7,6,13,65,0,1,16,3,0,4,1,33,1
2020-08-06,11779.7734375,22.649999618530273,394.9619445800781,45,3,7,7,13,63,1,1,17,3,0,4,1,36,1
2020-08-07,11601.47265625,22.209999084472656,379.5128479003906,39,3,6,6,13,59,0,1,15,3,0,4,1,32,1
2020-08-10,11878.111328125,22.1299991607666,395.8875732421875,41,3,6,7,13,56,0,1,14,2,0,4,1,34,1
2020-08-11,11410.525390625,24.030000686645508,380.3840637207031,41,3,6,7,12,55,0,1,14,2,0,4,1,32,1
2020-08-12,11584.9345703125,22.280000686645508,391.024169921875,38,3,5,7,11,55,0,1,14,2,0,4,1,28,1
2020-08-13,11784.1376953125,22.1299991607666,428.7417907714844,37,3,6,7,12,63,0,1,15,3,0,4,1,27,1
2020-08-14,11768.87109375,22.049999237060547,437.3978271484375,36,3,8,7,11,73,0,1,13,2,0,4,1,28,1
2020-08-17,12254.40234375,21.350000381469727,429.53125,46,3,6,9,13,64,0,1,15,2,0,4,1,34,1
2020-08-18,11991.2333984375,21.510000228881836,423.6693115234375,42,3,5,7,13,59,0,1,15,2,0,4,1,32,1
2020-08-19,11758.283203125,22.540000915527344,406.4637756347656,35,3,6,6,11,54,0,1,13,2,0,3,1,27,1
2020-08-20,11878.3720703125,22.719999313354492,416.4397888183594,34,3,5,7,11,51,0,1,13,2,0,4,1,26,1
2020-08-21,11592.4892578125,22.540000915527344,389.1263427734375,33,3,5,7,9,51,1,0,13,2,0,4,1,25,1
2020-08-24,11774.595703125,22.3700008392334,408.1441955566406,32,3,5,6,10,49,1,1,12,2,0,4,1,23,1
2020-08-25,11366.134765625,22.030000686645508,384.00103759765625,33,3,5,6,10,49,0,0,13,2,0,3,1,23,1
2020-08-26,11488.36328125,23.270000457763672,386.4661254882813,31,3,4,6,9,46,0,1,13,2,0,3,1,23,1
2020-08-27,11323.3974609375,24.469999313354492,382.6326293945313,32,3,4,6,9,42,0,1,13,2,0,4,1,21,1
2020-08-28,11542.5,22.959999084472656,395.8746643066406,30,3,4,6,9,42,0,0,13,2,0,4,1,21,1
2020-08-31,11680.8203125,26.40999984741211,435.0797424316406,30,3,5,6,9,56,0,0,12,2,0,3,1,22,1
2020-09-01,11970.478515625,26.1200008392334,477.0519104003906,12,1,3,3,4,37,0,0,7,1,0,1,0,8,0
2020-09-02,11414.0341796875,26.56999969482422,440.0404968261719,12,1,3,2,4,36,0,0,7,1,0,1,0,8,0
2020-09-03,10245.296875,33.599998474121094,385.67193603515625,14,1,2,3,4,32,0,1,7,1,0,1,0,9,0
2020-09-04,10511.8134765625,30.75,388.24114990234375,15,1,2,2,5,31,1,1,6,1,0,1,0,10,0
2020-09-08,10131.5166015625,31.459999084472656,337.60211181640625,12,1,2,2,4,25,0,0,6,1,0,1,0,7,0
2020-09-09,10242.34765625,28.809999465942383,351.1100158691406,12,1,2,4,3,24,0,0,6,1,0,1,0,7,0
2020-09-10,10363.138671875,29.709999084472656,368.1018981933594,12,1,2,2,4,25,0,0,5,1,0,1,0,6,0
2020-09-11,10400.9150390625,26.8700008392334,374.6955871582031,11,1,1,2,3,22,0,0,6,1,0,1,0,6,0
2020-09-14,10680.837890625,25.850000381469727,377.2688598632813,11,1,1,2,3,25,0,0,5,1,0,1,0,6,0
2020-09-15,10796.951171875,25.59000015258789,364.8392028808594,11,1,1,2,3,27,0,0,6,1,0,1,0,6,0
2020-09-16,10974.9052734375,26.040000915527344,365.8122863769531,11,1,1,2,4,24,0,0,6,1,0,1,0,6,0
2020-09-17,10948.990234375,26.459999084472656,389.0192260742187,11,1,2,2,3,32,0,0,6,1,0,1,0,6,0
2020-09-18,10944.5859375,25.829999923706055,384.3645324707031,10,1,1,2,3,27,0,0,6,1,0,1,0,6,0
2020-09-21,10462.259765625,27.780000686645508,341.78607177734375,11,1,1,2,3,25,0,0,5,1,0,1,0,6,0
2020-09-22,10538.4599609375,26.86000061035156,344.503173828125,10,1,1,2,3,23,0,0,5,1,0,1,0,6,0
2020-09-23,10246.1865234375,28.579999923706055,321.1163024902344,10,1,1,2,3,23,0,0,6,1,0,1,0,6,0
2020-09-24,10760.06640625,28.510000228881836,349.3555908203125,10,1,1,2,3,23,0,0,5,1,0,1,0,6,0
2020-09-25,10692.716796875,26.3799991607666,352.1832580566406,10,1,1,2,3,21,0,0,5,1,0,1,0,5,0
2020-09-28,10709.65234375,26.190000534057617,355.159423828125,9,1,1,2,3,21,0,0,5,1,0,1,0,5,0
2020-09-29,10844.640625,26.270000457763672,359.75738525390625,10,1,1,2,3,21,0,0,5,1,0,1,0,5,0
2020-09-30,10784.4912109375,26.3700008392334,359.9378662109375,9,1,1,2,3,19,0,0,5,1,0,1,0,5,0
2020-10-01,10619.4521484375,26.700000762939453,353.2059020996094,10,1,1,2,3,19,0,0,6,1,0,1,0,5,0
2020-10-02,10575.974609375,27.6299991607666,346.2389221191406,9,1,1,2,3,20,0,0,6,1,0,1,0,5,0
2020-10-05,10793.33984375,27.959999084472656,353.956787109375,9,1,1,2,2,19,0,0,5,1,0,1,0,5,0
2020-10-06,10604.40625,29.479999542236328,340.81585693359375,9,1,1,2,3,19,0,0,5,1,0,1,0,5,0
2020-10-07,10668.96875,28.059999465942383,341.80865478515625,9,1,1,2,3,18,0,0,5,1,0,1,0,5,0
2020-10-08,10915.685546875,26.36000061035156,350.7661437988281,9,1,1,2,3,18,0,0,6,1,0,1,0,5,0
2020-10-09,11064.4580078125,25.0,365.5904846191406,10,1,1,2,3,17,0,0,6,1,0,1,0,6,0
2020-10-12,11555.36328125,25.06999969482422,387.7312622070313,11,1,1,2,3,20,0,0,5,1,0,1,0,6,0
2020-10-13,11425.8994140625,26.06999969482422,381.1907653808594,10,1,1,2,3,18,0,0,5,1,0,1,0,6,0
2020-10-14,11429.5068359375,26.399999618530273,379.4840393066406,10,1,1,2,3,18,0,0,5,1,0,1,0,6,0
2020-10-15,11495.349609375,26.969999313354492,377.44183349609375,10,1,1,2,3,17,0,0,6,1,0,1,0,6,0
2020-10-16,11322.123046875,27.40999984741211,366.22900390625,10,1,1,2,3,17,0,0,6,1,0,1,0,5,0
2020-10-19,11742.037109375,29.18000030517578,379.93560791015625,10,1,1,2,3,16,0,0,6,1,0,1,0,6,0
2020-10-20,11916.3349609375,29.350000381469727,369.1369018554687,13,1,1,2,4,19,0,0,6,1,0,1,0,7,0
2020-10-21,12823.689453125,28.649999618530273,392.1899719238281,17,1,1,2,5,21,0,1,8,1,0,1,0,11,0
2020-10-22,12965.8916015625,28.11000061035156,413.7729797363281,19,1,2,2,6,24,0,0,10,1,0,1,0,13,0
2020-10-23,12931.5390625,27.549999237060547,409.7666931152344,16,1,2,2,4,21,0,0,8,1,0,1,0,10,0
2020-10-26,13075.248046875,32.459999084472656,393.8883056640625,14,1,1,2,4,20,0,0,7,1,0,1,0,9,0
2020-10-27,13654.21875,33.349998474121094,403.9970397949219,16,1,1,2,5,21,0,0,8,2,0,1,0,10,0
2020-10-28,13271.28515625,40.279998779296875,388.6507568359375,17,1,1,2,5,19,0,0,8,1,0,1,0,11,0
2020-10-29,13437.8828125,37.59000015258789,386.7301025390625,15,1,1,2,4,19,0,0,7,1,0,1,0,9,0
2020-10-30,13546.5224609375,38.02000045776367,382.8199768066406,14,1,1,2,4,17,0,0,6,1,0,1,0,9,0
2020-11-02,13550.4892578125,37.130001068115234,383.15673828125,14,1,1,2,4,19,0,0,7,1,0,1,0,9,0
2020-11-03,13950.30078125,35.54999923706055,387.6021728515625,13,1,1,2,4,18,0,0,6,1,0,1,0,8,0
2020-11-04,14133.70703125,29.56999969482422,402.1419982910156,12,1,1,1,4,17,0,0,5,1,0,1,0,9,0
2020-11-05,15579.8486328125,27.579999923706055,414.0673522949219,20,1,2,2,6,22,0,1,7,1,0,1,0,15,0
2020-11-06,15565.880859375,24.86000061035156,454.71929931640625,21,1,2,2,7,25,0,1,8,2,0,1,0,17,0
2020-11-09,15332.3154296875,25.75,444.1630554199219,17,1,2,2,5,21,0,0,7,1,0,1,0,13,0
2020-11-10,15290.90234375,24.799999237060547,449.67962646484375,15,1,2,2,4,20,0,1,7,1,0,1,0,9,0
2020-11-11,15701.33984375,23.450000762939453,462.9605407714844,16,1,2,2,5,24,0,0,6,1,0,1,0,11,0
2020-11-12,16276.34375,25.350000381469727,461.0052795410156,18,1,2,2,5,23,0,0,8,1,0,1,0,12,0
2020-11-13,16317.80859375,23.100000381469727,474.6264343261719,19,1,2,2,6,23,0,0,8,2,0,1,0,14,0
2020-11-16,16716.111328125,22.450000762939453,459.9403076171875,18,1,2,2,5,23,0,0,9,1,0,1,0,13,0
2020-11-17,17645.40625,22.709999084472656,480.3600769042969,25,1,2,2,7,26,0,1,12,2,0,1,0,19,0
2020-11-18,17804.005859375,23.84000015258789,479.4840698242187,30,1,2,2,9,29,0,1,13,2,0,1,0,23,0
2020-11-19,17817.08984375,23.11000061035156,471.63043212890625,23,1,2,2,6,26,0,1,10,2,0,1,0,19,0
2020-11-20,18621.314453125,23.700000762939453,509.74456787109375,25,1,3,2,7,30,0,1,11,2,0,1,0,20,0
2020-11-23,18364.12109375,22.65999984741211,608.4540405273438,22,2,4,3,6,47,0,1,10,2,0,1,0,18,0
