date,bitcoin,cryptocurrency,ethereum,crypto,btc,eth,crypto crash,bitcoin crash,buy bitcoin,sell bitcoin,crypto bull run,solana,altcoin,bitcoin price,crypto wallet
2021-07-01,20,2,4,5,5,26,0,0,4,1,0,1,0,18,1
2021-07-02,20,2,4,6,5,24,0,0,4,1,0,1,0,17,1
2021-07-03,18,2,4,5,5,25,0,0,4,1,0,1,0,15,1
2021-07-04,20,2,5,6,5,30,0,0,5,1,0,1,0,16,1
2021-07-05,19,2,5,6,5,27,0,0,4,1,0,1,0,16,1
2021-07-06,18,2,5,5,4,29,0,0,4,1,0,1,0,16,1
2021-07-07,17,2,5,5,4,28,0,0,4,1,0,1,0,15,1
2021-07-08,19,2,5,5,5,29,1,0,4,1,0,1,0,16,1
2021-07-09,18,2,4,5,4,28,0,0,4,1,0,1,0,16,0
2021-07-10,15,2,4,5,4,27,0,0,4,1,0,1,0,14,1
2021-07-11,15,1,3,5,4,23,0,0,4,0,0,1,0,12,0
2021-07-12,17,2,4,5,4,27,0,0,4,1,0,1,0,15,0
2021-07-13,17,2,4,5,4,30,0,0,4,1,0,1,0,15,0
2021-07-14,18,2,5,5,4,32,1,1,4,1,0,1,0,15,1
2021-07-15,18,2,4,5,4,27,0,0,4,1,0,1,0,15,0
2021-07-16,18,2,4,5,4,26,1,0,4,1,0,1,0,16,0
2021-07-17,16,2,4,5,4,25,1,1,4,1,0,1,0,14,0
2021-07-18,16,2,4,5,4,27,0,0,4,1,0,1,0,14,1
2021-07-19,20,2,4,5,5,25,1,1,4,0,0,1,0,18,0
2021-07-20,25,2,5,6,6,30,2,1,5,1,0,1,0,24,0
2021-07-21,23,2,5,5,6,26,0,0,4,1,0,1,0,22,1
2021-07-22,21,2,5,6,4,27,0,0,4,1,0,1,0,20,1
2021-07-23,19,2,4,5,4,27,0,0,4,1,0,1,0,16,0
2021-07-24,18,2,5,5,5,30,0,0,4,1,0,1,0,16,0
2021-07-25,19,2,4,5,5,27,0,0,4,1,0,1,0,16,1
2021-07-26,34,2,7,8,10,36,0,0,6,1,0,1,0,30,1
2021-07-27,25,2,5,6,6,28,0,0,5,1,0,1,0,22,0
2021-07-28,22,2,5,6,7,28,0,0,5,1,0,1,0,22,1
2021-07-29,20,2,4,6,6,26,0,0,4,1,0,1,0,20,1
2021-07-30,19,2,5,5,5,27,0,0,4,1,0,1,0,17,1
2021-07-31,20,2,5,6,6,30,0,0,4,1,0,1,0,18,1
2021-08-01,20,2,7,6,5,33,0,0,4,1,0,1,0,18,1
2021-08-02,20,2,6,5,5,35,0,0,4,1,0,1,0,18,0
2021-08-03,18,2,5,5,5,32,0,0,4,1,0,1,0,16,0
2021-08-04,18,1,7,5,5,40,0,0,4,1,0,1,0,16,1
2021-08-05,19,2,9,7,5,60,0,0,4,1,0,1,0,17,1
2021-08-06,20,2,8,6,6,48,0,0,4,1,0,1,0,18,0
2021-08-07,23,2,9,8,6,55,1,0,4,1,0,1,0,20,1
2021-08-08,22,2,9,7,6,45,0,0,4,1,0,1,0,21,1
2021-08-09,24,2,8,7,7,42,0,0,4,1,0,1,0,22,1
2021-08-10,23,2,7,7,6,40,0,0,5,1,0,2,0,22,1
2021-08-11,23,2,8,9,6,42,0,0,5,1,0,2,0,21,1
2021-08-12,22,2,7,8,5,34,0,0,5,1,0,1,0,19,1
2021-08-13,21,2,6,8,6,36,0,0,5,1,0,1,0,19,1
2021-08-14,21,2,7,8,6,34,0,0,4,1,0,1,0,19,1
2021-08-15,20,2,6,8,5,34,0,0,5,1,0,2,0,17,1
2021-08-16,22,2,6,8,5,37,0,0,5,1,0,5,0,18,1
2021-08-17,20,2,6,8,5,32,0,0,5,1,0,4,0,17,1
2021-08-18,20,2,5,7,5,32,0,0,4,1,0,4,0,16,1
2021-08-19,18,2,5,7,5,31,0,0,4,1,0,3,0,15,1
2021-08-20,21,2,6,8,6,37,1,0,5,1,0,3,0,18,1
2021-08-21,20,2,6,8,6,34,0,0,5,1,0,3,0,17,1
2021-08-22,19,2,5,8,5,32,0,0,5,1,0,3,0,17,1
2021-08-23,25,2,6,10,7,37,1,0,6,1,0,3,0,22,1
2021-08-24,22,2,6,10,5,38,1,1,5,1,0,3,0,21,1
2021-08-25,20,2,5,8,5,34,0,0,5,1,0,3,0,17,1
2021-08-26,19,2,5,8,5,33,1,0,5,1,0,3,0,16,1
2021-08-27,19,2,5,8,5,33,0,0,4,1,0,4,0,16,1
2021-08-28,16,2,5,8,5,33,0,0,5,1,0,5,0,15,1
2021-08-29,16,2,4,8,4,35,0,0,4,1,0,4,0,14,1
2021-08-30,17,2,5,8,4,36,0,0,4,1,0,7,0,14,1
2021-08-31,17,2,5,8,5,36,0,0,4,1,0,11,0,14,1
2021-09-01,17,2,7,8,4,53,0,0,4,1,0,6,0,15,1
2021-09-02,18,2,8,9,5,50,0,0,5,1,0,6,0,16,1
2021-09-03,18,2,8,9,5,49,0,0,5,1,0,9,0,17,1
2021-09-04,16,2,7,9,4,41,0,0,5,1,0,7,0,15,1
2021-09-05,17,2,6,9,4,37,0,0,5,1,0,6,0,16,1
2021-09-06,22,2,7,10,5,40,0,0,5,1,0,7,0,17,1
2021-09-07,32,3,8,14,9,51,10,4,6,1,0,14,0,28,1
2021-09-08,29,2,7,10,7,42,5,3,6,1,0,8,0,27,1
2021-09-09,22,2,6,10,5,35,1,1,6,1,0,14,0,19,1
2021-09-10,19,2,5,9,5,34,1,1,5,1,0,8,0,17,1
2021-09-11,17,2,5,8,4,31,1,1,5,1,0,7,0,14,1
2021-09-12,16,2,5,8,4,31,0,0,5,1,0,6,0,14,1
2021-09-13,18,2,5,8,5,31,1,0,5,1,0,6,0,16,1
2021-09-14,17,2,4,8,5,30,0,0,5,1,0,7,0,15,1
2021-09-15,17,2,5,8,4,31,0,0,5,1,0,8,0,15,1
2021-09-16,17,2,5,8,4,33,0,0,5,1,0,6,0,15,1
2021-09-17,17,2,4,8,4,31,0,0,4,1,0,6,0,14,1
2021-09-18,15,2,4,7,4,29,0,0,5,1,0,6,0,13,1
2021-09-19,14,2,4,7,4,30,0,0,4,1,0,5,0,11,1
2021-09-20,22,2,5,9,6,34,4,1,4,1,0,5,0,19,1
2021-09-21,23,2,6,8,6,34,3,1,4,1,0,5,0,21,1
2021-09-22,20,2,5,7,5,31,1,1,4,1,0,4,0,18,1
2021-09-23,19,2,5,7,5,32,0,0,5,1,0,4,0,16,1
2021-09-24,27,2,5,9,6,34,1,1,5,1,0,4,0,25,1
2021-09-25,20,2,4,7,5,29,0,1,5,1,0,3,0,19,1
2021-09-26,17,2,4,7,4,31,1,0,4,1,0,3,0,16,1
2021-09-27,17,2,4,7,4,33,1,0,4,0,0,4,0,15,1
2021-09-28,18,2,4,7,4,31,1,0,4,0,0,3,0,15,1
2021-09-29,17,2,4,6,4,31,0,0,4,1,0,3,0,15,1
2021-09-30,16,2,4,6,4,32,0,0,4,1,0,3,0,14,1
2021-10-01,20,2,5,7,5,35,0,0,4,1,0,4,0,16,1
2021-10-02,17,2,5,7,5,32,0,0,4,1,0,4,0,14,1
2021-10-03,16,2,4,7,4,29,0,0,4,1,0,5,0,14,1
2021-10-04,18,2,4,8,5,32,0,0,4,1,0,4,0,16,1
2021-10-05,21,2,5,9,6,35,0,0,5,1,0,4,0,19,1
2021-10-06,27,3,6,9,7,40,0,0,6,1,0,4,1,22,1
2021-10-07,23,3,5,10,6,37,1,0,5,1,0,4,1,21,1
2021-10-08,20,2,5,9,6,34,0,0,5,1,0,4,0,18,1
2021-10-09,19,2,5,9,5,34,0,0,6,1,0,4,0,15,1
2021-10-10,18,2,4,8,5,33,0,0,4,1,0,4,0,16,1
2021-10-11,22,2,5,9,6,36,0,0,5,1,0,4,1,19,1
2021-10-12,22,2,5,9,6,33,1,0,5,1,0,4,1,19,1
2021-10-13,20,2,4,8,5,32,0,0,5,1,0,4,0,17,1
2021-10-14,20,2,6,9,6,41,0,0,5,1,0,4,0,18,1
2021-10-15,30,2,7,10,9,43,0,0,6,1,0,4,1,26,1
2021-10-16,26,2,6,9,7,39,0,1,6,1,0,4,1,23,1
2021-10-17,22,2,6,8,6,36,0,1,6,1,0,4,1,19,1
2021-10-18,25,2,6,9,7,35,0,0,6,1,0,4,1,23,1
2021-10-19,29,2,6,9,8,36,0,1,7,1,0,4,1,27,1
2021-10-20,38,2,8,10,10,51,1,1,9,2,0,5,1,35,1
2021-10-21,34,3,9,10,9,57,1,2,9,2,0,6,1,34,1
2021-10-22,29,2,7,10,7,41,0,2,7,1,0,7,1,29,1
2021-10-23,22,2,6,9,6,34,0,1,6,1,0,5,0,20,1
2021-10-24,20,4,5,10,5,37,0,1,6,1,0,5,1,18,1
2021-10-25,24,3,6,12,6,39,0,1,6,1,0,6,1,22,1
2021-10-26,25,3,6,13,5,45,0,1,7,1,0,6,1,22,1
2021-10-27,26,5,6,18,6,45,4,2,9,1,0,5,1,24,2
2021-10-28,24,6,6,18,6,45,1,1,10,1,0,5,1,22,2
2021-10-29,22,5,8,19,5,59,1,0,8,1,0,5,1,20,2
2021-10-30,19,5,6,18,5,46,1,0,8,1,0,5,1,16,2
2021-10-31,19,4,6,18,5,40,1,0,7,1,0,5,1,15,2
2021-11-01,20,9,6,18,5,43,1,1,7,1,0,5,1,18,2
2021-11-02,21,10,7,20,5,56,1,1,8,1,0,5,1,18,2
2021-11-03,20,4,8,18,5,56,1,1,7,1,0,8,1,18,2
2021-11-04,19,4,7,18,5,51,1,1,6,1,0,8,1,17,2
2021-11-05,18,3,6,16,4,45,0,1,7,1,0,6,1,16,2
2021-11-06,17,4,5,15,4,38,1,1,6,1,0,7,1,14,1
2021-11-07,17,3,6,16,4,39,1,0,6,1,0,8,1,15,2
2021-11-08,25,4,9,17,6,59,1,1,7,1,0,7,1,24,2
2021-11-09,28,4,9,18,7,57,1,1,9,1,0,7,1,27,2
2021-11-10,25,4,8,17,6,52,2,1,8,1,0,6,1,24,2
2021-11-11,22,3,7,15,6,45,1,1,6,1,0,6,1,20,1
2021-11-12,21,3,7,15,5,43,1,1,7,1,0,6,1,19,1
2021-11-13,20,4,6,15,5,38,1,0,6,1,0,7,1,16,1
2021-11-14,19,3,6,15,4,40,1,1,6,1,0,6,1,16,2
2021-11-15,20,3,6,15,5,47,0,1,6,1,0,6,0,18,1
2021-11-16,27,4,7,18,7,49,5,2,6,1,0,6,0,24,1
2021-11-17,23,3,7,16,6,45,2,1,7,1,0,6,0,23,1
2021-11-18,24,4,7,17,6,48,2,1,7,1,0,6,0,22,1
2021-11-19,23,3,7,14,6,41,1,1,6,1,0,5,0,24,1
2021-11-20,19,3,6,15,5,35,0,0,5,1,0,5,1,19,1
2021-11-21,19,3,6,15,5,38,0,0,6,1,0,5,0,18,1
2021-11-22,21,3,6,14,5,40,1,1,5,1,0,5,0,19,1
2021-11-23,24,5,6,17,5,40,2,1,6,1,0,5,1,21,1
2021-11-24,22,7,6,19,5,39,3,1,6,1,0,5,1,24,1
2021-11-25,20,4,6,17,5,42,1,0,6,1,0,5,1,19,1
2021-11-26,24,4,6,17,7,42,3,1,6,1,0,5,0,24,1
2021-11-27,21,3,6,14,5,36,1,1,6,1,0,5,0,19,1
2021-11-28,19,3,5,15,5,36,1,1,6,1,0,5,0,18,1
2021-11-29,21,3,6,16,6,40,0,0,6,1,0,6,0,21,1
2021-11-30,21,4,7,16,5,45,1,1,6,1,0,5,0,20,1
2021-12-01,20,3,7,14,5,50,0,0,5,1,0,6,0,17,1
2021-12-02,17,2,6,15,5,39,0,0,5,1,0,6,0,17,1
2021-12-03,20,2,6,14,5,39,1,1,5,1,0,6,0,17,1
2021-12-04,41,6,9,21,11,53,22,7,9,1,0,6,0,44,1
2021-12-05,31,3,7,15,8,41,4,2,7,1,0,6,0,35,1
2021-12-06,29,3,6,14,8,42,4,2,6,1,0,5,0,33,1
2021-12-07,25,2,6,13,6,42,1,1,6,1,0,5,0,24,1
2021-12-08,23,2,5,13,6,38,1,1,5,1,0,5,0,21,1
2021-12-09,24,2,5,12,6,39,1,1,5,1,0,4,0,21,1
2021-12-10,22,2,6,12,6,45,1,1,5,1,0,5,0,21,1
2021-12-11,19,2,5,11,5,37,1,1,6,1,0,5,0,18,1
2021-12-12,19,2,5,11,5,38,1,0,6,1,0,5,0,18,1
2021-12-13,22,2,6,12,6,42,2,1,5,1,0,5,0,22,1
2021-12-14,24,2,6,13,6,45,2,1,5,1,0,5,0,24,1
2021-12-15,23,3,6,12,6,41,1,0,6,1,0,5,0,21,1
2021-12-16,20,2,5,11,6,43,1,0,5,1,0,5,0,19,1
2021-12-17,20,2,5,11,6,48,1,1,5,1,0,5,0,20,1
2021-12-18,19,2,5,10,5,36,1,0,5,1,0,4,0,18,1
2021-12-19,17,2,5,11,5,35,0,0,5,1,0,5,0,17,1
2021-12-20,20,2,5,11,6,42,1,0,4,1,0,5,0,19,1
2021-12-21,20,2,5,11,6,35,0,0,5,1,0,5,0,19,1
2021-12-22,18,2,5,11,5,38,0,0,5,1,0,5,0,18,1
2021-12-23,19,2,5,12,5,36,0,0,5,1,0,5,0,18,1
2021-12-24,20,2,5,11,6,38,0,0,5,1,0,5,0,18,1
2021-12-25,19,2,5,12,5,40,0,0,5,0,0,4,0,18,1
2021-12-26,18,2,5,13,5,36,0,0,5,1,0,5,0,16,1
2021-12-27,19,2,5,13,5,37,0,0,5,1,0,5,0,17,1
2021-12-28,20,2,5,13,5,36,2,1,5,1,0,5,0,18,1
2021-12-29,20,2,5,12,5,41,1,1,5,1,0,5,0,19,1
2021-12-30,19,2,5,12,5,40,1,0,5,1,0,4,0,18,1
2021-12-31,18,2,5,11,5,33,1,0,5,1,0,4,0,18,1
2022-01-01,20,2,5,14,6,23,0,0,3,0,0,5,0,15,1
2022-01-02,19,2,6,16,6,30,0,0,3,0,0,5,0,15,1
2022-01-03,20,2,6,15,6,30,0,0,3,0,0,5,0,16,1
2022-01-04,48,6,13,37,14,69,1,0,7,1,0,14,1,39,3
2022-01-05,19,2,5,15,5,27,1,0,3,0,0,5,0,14,1
2022-01-06,27,3,7,15,8,31,2,1,3,0,0,5,0,24,1
2022-01-07,34,3,9,17,9,38,2,1,4,1,0,6,0,30,1
2022-01-08,30,3,7,16,8,35,2,1,4,1,0,7,0,24,1
2022-01-09,26,3,7,15,8,36,1,0,3,0,0,6,0,22,1
2022-01-10,30,2,7,15,8,36,1,1,3,1,0,5,0,25,1
2022-01-11,26,2,6,15,7,36,0,0,3,0,0,5,0,22,1
2022-01-12,25,2,7,15,7,33,0,0,3,0,0,7,0,20,1
2022-01-13,46,5,13,28,13,74,1,1,6,1,0,13,1,36,3
2022-01-14,18,2,5,11,5,27,0,0,3,0,0,6,0,14,1
2022-01-15,19,2,5,13,5,31,0,0,3,0,0,6,0,15,1
2022-01-16,36,4,10,25,10,61,0,0,5,1,0,11,1,27,2
2022-01-17,17,2,4,12,5,27,0,0,2,0,0,5,0,13,1
2022-01-18,20,2,5,13,5,28,1,0,2,0,0,6,0,16,1
2022-01-19,19,2,5,12,5,31,0,0,2,0,0,5,0,15,1
2022-01-20,20,2,5,13,5,31,0,0,2,0,0,5,0,15,1
2022-01-21,39,4,8,18,11,43,5,2,4,1,0,6,0,36,1
2022-01-22,51,6,10,22,15,47,12,4,5,1,0,8,0,49,1
2022-01-23,36,3,9,16,11,40,3,2,4,1,0,7,0,37,1
2022-01-24,100,7,24,35,29,100,8,4,10,2,0,20,1,100,3
2022-01-25,31,3,7,13,9,36,1,1,4,0,0,6,0,31,1
2022-01-26,31,2,7,12,9,33,1,1,3,1,0,6,0,29,1
2022-01-27,27,2,6,12,8,31,1,1,3,0,0,5,0,27,1
2022-01-28,28,2,6,13,7,32,1,0,3,0,0,5,0,26,1
2022-01-29,24,2,6,13,7,32,1,0,3,0,0,6,0,21,1
2022-01-30,24,2,5,13,6,32,1,0,3,1,0,5,0,20,1
2022-01-31,25,2,6,12,7,32,0,0,3,0,0,5,0,22,1
2022-02-01,26,5,6,15,7,34,0,0,3,0,0,6,0,25,1
2022-02-02,24,3,6,13,6,32,0,0,3,0,0,6,0,22,1
2022-02-03,24,3,6,12,6,32,1,0,3,0,0,6,0,20,1
2022-02-04,26,2,7,12,8,38,0,0,3,0,0,6,0,22,1
2022-02-05,26,3,7,12,7,37,0,0,3,0,0,6,0,22,1
2022-02-06,22,2,6,12,6,30,0,0,3,0,0,5,0,18,1
2022-02-07,28,3,7,14,9,35,0,0,3,0,0,5,0,23,1
2022-02-08,25,3,6,14,8,34,0,0,3,0,0,5,0,21,1
2022-02-09,25,2,6,14,7,33,0,0,3,0,0,5,0,19,1
2022-02-10,19,2,5,11,6,32,0,0,2,0,0,4,0,17,1
2022-02-11,23,2,5,12,6,30,0,0,3,1,0,5,0,18,1
2022-02-12,19,2,5,11,6,27,0,0,3,0,0,5,0,16,1
2022-02-13,19,2,5,10,5,28,0,0,3,0,0,4,0,14,1
2022-02-14,20,2,5,11,6,28,0,0,2,0,0,4,0,17,1
2022-02-15,21,2,6,12,6,30,0,0,2,0,0,5,0,17,1
2022-02-16,19,2,5,12,6,30,0,0,2,0,0,4,0,15,1
2022-02-17,21,3,5,12,6,28,0,0,2,0,0,5,0,16,1
2022-02-18,21,2,5,11,6,27,0,0,2,0,0,4,0,18,1
2022-02-19,18,2,4,10,6,26,0,0,3,0,0,4,0,15,1
2022-02-20,21,2,5,11,6,28,1,0,2,0,0,4,0,17,1
2022-02-21,23,2,5,11,7,28,0,0,2,0,0,4,0,19,1
2022-02-22,25,2,5,11,7,28,1,0,2,0,0,4,0,22,1
2022-02-23,20,2,5,11,6,26,0,0,2,0,0,4,0,18,1
2022-02-24,43,3,8,12,12,33,2,1,3,1,0,5,0,37,1
2022-02-25,29,2,6,9,8,25,0,0,3,0,0,4,0,25,1
2022-02-26,21,2,5,9,6,23,0,0,2,0,0,4,0,18,1
2022-02-27,22,2,5,9,7,25,0,0,3,0,0,4,0,18,1
2022-02-28,27,2,5,9,8,26,0,0,2,0,0,4,0,22,1
2022-03-01,28,2,6,11,9,27,0,0,3,0,0,4,0,25,1
2022-03-02,25,2,5,10,8,25,0,0,2,0,0,4,0,20,1
2022-03-03,22,2,4,9,6,23,0,0,3,0,0,4,0,18,1
2022-03-04,22,1,4,9,6,22,0,0,3,0,0,4,0,17,1
2022-03-05,20,2,4,9,6,20,0,0,2,0,0,4,0,16,1
2022-03-06,19,2,4,9,6,19,1,0,2,0,0,4,0,14,1
2022-03-07,22,2,4,9,7,23,0,0,2,0,0,4,0,20,1
2022-03-08,20,2,4,10,6,20,0,0,2,0,0,3,0,18,1
2022-03-09,23,2,5,11,7,22,0,0,3,0,0,4,0,21,1
2022-03-10,21,2,4,10,6,21,0,0,2,0,0,3,0,18,1
2022-03-11,20,2,4,9,6,19,0,0,2,0,0,3,0,17,1
2022-03-12,18,2,4,9,5,18,0,0,2,0,0,3,0,13,1
2022-03-13,17,1,3,8,5,19,0,0,2,0,0,3,0,13,1
2022-03-14,19,1,4,9,6,22,0,0,2,0,0,4,0,15,1
2022-03-15,18,2,4,8,5,20,0,0,2,0,0,3,0,14,1
2022-03-16,19,2,4,9,6,20,0,0,2,0,0,3,0,14,1
2022-03-17,18,2,4,9,5,23,0,0,2,0,0,4,0,14,1
2022-03-18,18,2,4,9,5,24,0,0,2,0,0,4,0,13,1
2022-03-19,15,1,4,9,5,21,0,0,2,0,0,3,0,12,1
2022-03-20,16,2,4,8,5,20,0,0,2,0,0,4,0,11,1
2022-03-21,17,1,4,8,5,21,0,0,2,0,0,3,0,13,1
2022-03-22,19,2,5,10,6,22,0,0,2,0,0,4,0,14,1
2022-03-23,17,1,4,9,5,22,0,0,2,0,0,4,0,13,1
2022-03-24,18,2,5,10,6,23,0,0,2,0,0,4,0,14,1
2022-03-25,19,2,5,9,6,21,0,0,2,0,0,4,0,14,1
2022-03-26,16,1,4,8,5,19,0,0,2,0,0,4,0,12,1
2022-03-27,18,2,4,10,6,21,0,0,2,0,0,4,0,13,1
2022-03-28,22,2,6,11,7,28,0,0,2,0,0,4,0,17,1
2022-03-29,20,2,5,11,6,25,0,0,2,0,0,5,0,15,1
2022-03-30,18,2,4,11,6,23,0,0,2,0,0,5,0,14,1
2022-03-31,18,2,4,11,6,22,0,0,2,0,0,5,0,13,1
2022-04-01,18,2,4,10,6,22,0,0,2,0,0,5,0,13,1
2022-04-02,17,1,4,10,5,22,0,0,3,0,0,5,0,11,1
2022-04-03,16,2,4,10,5,23,0,0,2,0,0,5,0,11,1
2022-04-04,16,2,4,10,5,21,0,0,2,0,0,4,0,13,1
2022-04-05,15,2,4,9,5,22,0,0,2,0,0,4,0,11,1
2022-04-06,19,2,4,10,6,22,0,0,2,0,0,4,0,12,1
2022-04-07,17,2,4,9,5,21,0,0,2,0,0,4,0,12,1
2022-04-08,17,1,4,9,5,20,0,0,2,0,0,4,0,11,1
2022-04-09,15,1,3,8,5,19,0,0,2,0,0,4,0,10,1
2022-04-10,14,1,4,8,4,19,0,0,2,0,0,4,0,10,1
2022-04-11,20,2,4,10,6,21,1,0,2,0,0,4,0,14,1
2022-04-12,18,2,4,9,6,18,0,0,2,0,0,4,0,14,1
2022-04-13,17,2,4,9,5,20,0,0,2,0,0,4,0,13,1
2022-04-14,16,2,4,8,5,19,0,0,2,0,0,4,0,12,1
2022-04-15,15,2,3,8,5,17,0,0,2,0,0,4,0,11,1
2022-04-16,13,1,3,8,4,17,0,0,2,0,0,4,0,10,1
2022-04-17,13,2,3,8,4,17,0,0,2,0,0,4,0,9,1
2022-04-18,16,2,4,9,6,19,0,0,2,0,0,4,0,13,1
2022-04-19,15,1,4,9,5,18,0,0,2,0,0,4,0,11,1
2022-04-20,14,1,3,8,5,19,0,0,2,0,0,4,0,10,1
2022-04-21,15,1,3,8,5,18,0,0,2,0,0,4,0,11,1
2022-04-22,14,1,3,8,5,19,0,0,2,0,0,4,0,11,1
2022-04-23,13,1,3,8,5,16,0,0,2,0,0,4,0,9,1
2022-04-24,14,1,3,7,4,15,0,0,2,0,0,4,0,9,1
2022-04-25,16,1,3,8,5,18,0,0,2,0,0,4,0,12,1
2022-04-26,16,1,3,8,5,19,0,0,2,0,0,4,0,13,1
2022-04-27,16,1,3,8,5,18,0,0,2,0,0,4,0,11,1
2022-04-28,16,1,3,8,4,18,0,0,2,0,0,4,0,10,1
2022-04-29,15,1,3,8,5,17,0,0,2,0,0,4,0,11,1
2022-04-30,14,1,3,8,5,17,0,0,2,0,0,5,0,10,1
2022-05-01,15,1,3,8,5,23,1,0,2,0,0,5,0,11,1
2022-05-02,15,1,3,8,5,18,0,0,2,0,0,4,0,12,1
2022-05-03,15,1,3,8,4,18,0,0,2,0,0,4,0,11,1
2022-05-04,15,1,3,8,5,18,0,0,2,0,0,4,0,11,1
2022-05-05,18,1,3,8,6,19,0,0,2,0,0,4,0,14,1
2022-05-06,19,1,3,8,7,17,0,0,2,0,0,4,0,16,1
2022-05-07,15,1,3,7,6,16,0,0,2,0,0,4,0,12,1
2022-05-08,18,1,3,7,7,17,1,1,2,0,0,4,0,15,1
2022-05-09,32,2,5,11,11,25,3,1,3,1,0,5,0,30,1
2022-05-10,32,2,5,11,10,22,2,1,3,0,0,5,0,31,1
2022-05-11,37,3,6,19,13,27,6,2,3,1,0,7,0,34,1
2022-05-12,55,4,9,26,17,35,14,4,4,1,0,7,0,52,2
2022-05-13,42,3,7,22,12,27,9,2,4,1,0,6,0,40,1
2022-05-14,31,3,5,17,9,18,5,2,3,1,0,5,0,29,1
2022-05-15,26,2,4,13,8,16,4,1,3,0,0,4,0,25,1
2022-05-16,26,2,4,11,8,19,2,1,2,0,0,5,0,26,1
2022-05-17,24,2,4,10,7,17,2,1,2,0,0,5,0,21,1
2022-05-18,24,2,4,10,7,16,2,1,2,0,0,4,0,23,1
2022-05-19,24,2,4,9,7,16,1,1,2,0,0,4,0,24,1
2022-05-20,21,1,4,8,6,14,1,0,2,0,0,4,0,20,1
2022-05-21,19,1,3,7,5,14,1,0,2,0,0,4,0,17,1
2022-05-22,18,1,3,8,5,13,1,0,2,0,0,4,0,15,1
2022-05-23,20,1,3,8,6,15,1,0,2,0,0,4,0,19,1
2022-05-24,20,1,3,8,6,14,1,0,2,0,0,4,0,17,1
2022-05-25,18,1,3,7,5,14,1,0,2,0,0,4,0,16,1
2022-05-26,19,2,4,8,6,17,1,0,2,0,0,4,0,18,1
2022-05-27,20,2,5,8,6,17,1,0,2,0,0,5,0,17,1
2022-05-28,17,2,3,7,5,13,0,0,2,0,0,4,0,14,1
2022-05-29,15,2,3,7,5,13,0,0,2,0,0,4,0,13,1
2022-05-30,19,1,4,7,6,15,0,0,2,0,0,4,0,16,1
2022-05-31,19,1,4,7,6,16,0,0,2,0,0,4,0,17,1
2022-06-01,17,1,3,7,5,15,0,0,2,0,0,5,0,15,1
2022-06-02,17,1,3,6,5,14,0,0,2,0,0,6,0,15,1
2022-06-03,17,1,3,6,5,14,0,0,2,0,0,5,0,14,1
2022-06-04,14,1,3,6,4,13,0,0,2,0,0,5,0,12,1
2022-06-05,14,2,3,6,4,15,0,0,2,0,0,4,0,12,1
2022-06-06,16,1,3,6,5,14,0,0,2,0,0,4,0,15,1
2022-06-07,18,1,3,7,5,15,0,0,2,0,0,4,0,15,1
2022-06-08,16,1,3,6,5,14,0,0,2,0,0,4,0,14,1
2022-06-09,16,1,3,6,4,14,0,0,2,0,0,3,0,13,1
2022-06-10,15,1,3,6,5,14,0,0,2,0,0,3,0,13,0
2022-06-11,15,1,5,6,5,20,1,0,2,0,0,3,0,14,0
2022-06-12,20,1,5,7,7,22,2,1,2,0,0,4,0,19,0
2022-06-13,55,3,10,13,18,38,7,4,3,1,0,5,0,56,1
2022-06-14,51,2,8,10,14,29,4,2,4,1,0,4,0,57,1
2022-06-15,48,2,8,10,14,29,3,2,3,0,0,4,0,51,1
2022-06-16,41,1,7,8,11,23,1,1,3,0,0,4,0,45,1
2022-06-17,34,2,6,7,10,19,1,1,2,0,0,3,0,38,1
2022-06-18,51,2,9,9,16,30,3,2,4,1,0,4,0,57,1
2022-06-19,50,2,8,8,15,26,2,1,3,1,0,4,0,57,1
2022-06-20,40,1,6,7,12,21,1,1,3,0,0,4,0,46,1
2022-06-21,33,1,5,7,10,18,1,1,2,0,0,4,0,37,1
2022-06-22,31,1,5,6,9,15,1,0,2,0,0,3,0,31,1
2022-06-23,27,1,4,6,8,13,1,0,2,0,0,4,0,27,1
2022-06-24,25,1,4,6,7,14,0,0,2,0,0,5,0,24,1
2022-06-25,22,1,4,6,6,14,0,0,2,0,0,4,0,21,1
2022-06-26,20,1,4,6,6,14,0,0,2,0,0,4,0,20,1
2022-06-27,24,1,4,6,7,15,0,0,2,0,0,3,0,24,1
2022-06-28,22,1,4,6,6,13,0,0,2,0,0,4,0,22,1
2022-06-29,22,1,4,6,7,14,1,0,2,0,0,3,0,23,1
2022-06-30,27,1,5,6,8,15,1,0,2,0,0,3,0,29,1
2022-07-01,26,1,4,6,8,14,0,0,2,0,0,3,0,27,1
2022-07-02,23,1,3,6,6,12,1,0,2,0,0,3,0,23,1
2022-07-03,22,1,3,6,6,12,1,0,2,0,0,3,0,22,1
2022-07-04,22,1,4,6,6,14,0,0,2,0,0,3,0,22,1
2022-07-05,23,1,4,6,7,13,0,0,2,0,0,3,0,24,1
2022-07-06,22,1,4,6,6,13,0,0,2,0,0,3,0,22,1
2022-07-07,21,1,4,6,6,14,0,0,2,0,0,3,0,20,1
2022-07-08,21,1,4,5,6,12,0,0,2,0,0,3,0,20,1
2022-07-09,17,1,3,5,5,11,0,0,2,0,0,3,0,16,1
2022-07-10,17,1,3,5,5,12,0,0,2,0,0,2,0,16,1
