date,bitcoin,cryptocurrency,ethereum,crypto,btc,eth,crypto crash,bitcoin crash,buy bitcoin,sell bitcoin,crypto bull run,solana,altcoin,bitcoin price,crypto wallet
2020-06-21,27,2,3,5,8,36,0,0,14,2,0,4,0,18,1
2020-06-22,31,2,3,5,9,42,0,0,12,2,0,4,0,19,1
2020-06-23,32,2,3,5,9,44,0,0,16,2,0,3,0,27,1
2020-06-24,31,2,4,5,9,45,0,0,13,2,0,4,1,20,1
2020-06-25,31,2,3,5,9,42,1,1,15,2,0,4,1,21,1
2020-06-26,32,2,3,6,8,38,0,0,14,2,0,3,0,20,1
2020-06-27,28,2,3,5,8,37,0,1,14,2,0,3,1,19,1
2020-06-28,31,2,4,5,8,38,0,1,14,2,0,3,0,20,1
2020-06-29,29,2,3,4,8,42,0,1,12,2,0,4,0,23,1
2020-06-30,29,2,3,5,8,40,0,0,14,2,0,3,0,20,0
2020-07-01,30,2,3,5,9,41,0,0,14,2,0,3,1,21,1
2020-07-02,30,2,3,5,9,41,0,0,16,1,0,4,0,21,1
2020-07-03,28,2,3,5,9,40,0,1,14,2,0,4,1,20,1
2020-07-04,26,2,3,5,8,34,0,0,14,2,0,3,1,16,1
2020-07-05,27,2,3,5,7,36,0,0,15,1,0,3,1,17,1
2020-07-06,30,2,3,5,9,43,0,1,13,2,0,3,1,20,1
2020-07-07,29,2,4,5,8,44,0,0,16,2,0,3,1,20,1
2020-07-08,31,3,4,6,9,44,0,0,17,2,0,3,1,20,1
2020-07-09,31,3,4,5,9,45,0,0,14,3,0,3,1,19,1
2020-07-10,28,3,3,5,8,41,0,0,14,2,0,3,1,19,1
2020-07-11,26,2,3,5,8,37,0,0,13,2,0,3,1,16,1
2020-07-12,29,2,3,5,7,39,0,0,13,2,0,3,0,16,1
2020-07-13,30,3,4,5,8,46,0,1,15,3,0,3,1,19,1
2020-07-14,30,3,3,6,8,44,0,0,15,2,0,4,1,18,1
2020-07-15,35,3,3,6,11,43,0,0,16,3,0,3,1,18,1
2020-07-16,40,3,3,6,11,42,0,1,16,2,0,4,1,22,1
2020-07-17,32,2,3,5,8,42,0,1,15,2,0,3,1,17,1
2020-07-18,44,2,3,6,8,37,0,0,16,3,0,3,1,15,1
2020-07-19,29,2,3,5,7,38,0,0,14,2,0,4,1,15,1
2020-07-20,28,2,3,5,7,44,0,0,14,2,0,3,1,16,1
2020-07-21,30,2,3,5,8,46,0,1,15,2,0,4,0,18,1
2020-07-22,28,3,4,6,8,44,0,1,14,2,0,4,1,19,1
2020-07-23,32,3,6,6,9,65,0,1,14,2,0,4,1,20,1
2020-07-24,31,3,6,6,9,64,0,0,15,3,0,3,1,20,1
2020-07-25,31,3,7,6,9,72,0,0,17,2,0,4,1,19,1
2020-07-26,40,3,9,6,12,97,0,1,18,3,0,4,1,27,1
2020-07-27,54,3,9,7,18,95,0,1,19,4,0,4,1,44,1
2020-07-28,58,3,7,7,19,76,0,1,21,4,0,3,1,50,1
2020-07-29,47,3,6,6,15,71,0,0,19,2,0,3,1,38,1
2020-07-30,42,3,6,6,13,63,0,1,18,3,0,4,1,32,1
2020-07-31,44,3,8,6,13,80,0,0,17,3,0,4,1,32,1
2020-08-01,53,3,10,8,16,88,0,1,22,4,0,4,1,38,1
2020-08-02,52,4,12,8,19,100,1,2,21,3,0,4,1,47,1
2020-08-03,45,3,9,7,14,88,0,1,17,3,0,3,1,37,1
2020-08-04,41,3,8,7,12,83,0,1,18,3,0,3,1,30,1
2020-08-05,43,3,8,7,13,78,0,1,19,3,0,4,1,33,1
2020-08-06,46,3,7,6,14,74,0,1,20,4,0,4,1,35,1
2020-08-07,41,3,7,6,13,70,1,1,17,3,0,4,1,32,1
2020-08-08,39,3,7,6,12,62,0,1,17,3,0,4,1,28,1
2020-08-09,38,3,6,8,11,66,0,1,19,2,0,4,1,26,1
2020-08-10,42,3,6,7,14,65,0,1,16,3,0,4,1,34,1
2020-08-11,41,3,6,7,13,65,0,1,16,2,0,4,1,30,1
2020-08-12,39,3,5,7,12,65,0,1,17,2,0,4,1,26,1
2020-08-13,37,3,6,7,12,74,0,1,18,3,0,4,1,26,1
2020-08-14,37,3,8,8,11,89,0,1,16,3,0,4,1,26,1
2020-08-15,36,3,7,7,11,76,0,2,17,2,0,4,1,28,1
2020-08-16,37,3,7,8,11,71,0,1,18,3,0,4,1,26,1
2020-08-17,44,3,7,9,14,77,0,1,19,3,0,4,1,33,1
2020-08-18,44,3,6,7,14,71,0,1,18,2,0,4,1,33,1
2020-08-19,38,3,6,7,11,66,0,1,16,3,0,3,1,26,1
2020-08-20,36,3,5,7,12,61,0,1,15,3,0,3,1,26,1
2020-08-21,35,3,5,7,11,61,0,1,15,2,0,4,1,24,1
2020-08-22,34,3,5,6,10,60,1,1,17,2,0,3,1,23,1
2020-08-23,32,3,5,7,9,53,0,1,15,3,0,4,1,21,1
2020-08-24,33,3,5,6,10,57,0,1,14,2,0,4,1,23,1
2020-08-25,34,3,5,7,11,58,0,1,16,3,0,3,1,22,1
2020-08-26,33,3,4,7,10,55,0,1,15,2,0,3,1,21,1
2020-08-27,33,3,4,6,10,49,0,0,15,2,0,3,1,22,1
2020-08-28,30,3,4,6,10,50,0,0,15,2,0,3,1,22,1
2020-08-29,28,3,4,6,8,49,0,1,13,2,0,4,1,19,1
2020-08-30,31,3,5,7,9,61,0,0,15,2,0,3,1,23,1
2020-08-31,31,3,5,6,10,66,0,1,14,3,0,3,1,21,1
2020-09-01,12,1,3,2,4,41,0,0,6,1,0,1,0,7,0
2020-09-02,12,1,2,2,4,36,0,0,7,1,0,1,0,8,0
2020-09-03,13,1,2,2,4,36,0,1,7,1,0,1,0,9,0
2020-09-04,15,1,2,2,5,31,1,1,7,1,0,1,0,9,0
2020-09-05,13,1,2,2,4,29,1,1,6,1,0,1,0,8,0
2020-09-06,12,1,2,2,3,28,0,0,7,1,0,1,0,8,0
2020-09-07,12,1,2,2,4,27,0,0,6,1,0,1,0,7,0
2020-09-08,12,1,2,2,4,25,0,0,6,1,0,1,0,8,0
2020-09-09,11,1,2,4,3,24,0,0,6,1,0,1,0,7,0
2020-09-10,10,1,2,2,3,24,0,0,5,1,0,1,0,7,0
2020-09-11,9,1,1,2,3,22,0,0,6,1,0,1,0,7,0
2020-09-12,9,1,1,2,3,21,0,0,6,1,0,1,0,6,0
2020-09-13,10,1,2,2,3,23,0,0,6,1,0,1,0,6,0
2020-09-14,10,1,1,2,3,25,0,0,5,1,0,1,0,7,0
2020-09-15,11,1,1,2,4,27,0,0,6,1,0,1,0,7,0
2020-09-16,11,1,1,2,3,23,0,0,6,1,0,1,0,7,0
2020-09-17,10,1,1,2,3,31,0,0,6,1,0,2,0,6,0
2020-09-18,9,1,1,2,3,27,0,0,6,1,0,1,0,6,0
2020-09-19,9,1,1,2,3,21,0,0,6,1,0,1,0,6,0
2020-09-20,9,1,1,2,3,20,0,0,6,1,0,1,0,6,0
2020-09-21,10,1,1,2,3,24,0,0,5,1,0,1,0,7,0
2020-09-22,10,1,1,2,3,23,0,0,5,1,0,1,0,6,0
2020-09-23,9,1,1,2,3,23,0,0,6,1,0,1,0,6,0
2020-09-24,9,1,1,2,3,23,0,0,5,1,0,1,0,6,0
2020-09-25,9,1,1,2,3,21,0,0,5,1,0,1,0,6,0
2020-09-26,9,1,1,2,3,18,0,0,6,1,0,1,0,5,0
2020-09-27,8,1,1,2,3,17,0,0,5,1,0,1,0,5,0
2020-09-28,9,1,1,2,3,20,0,0,5,1,0,1,0,5,0
2020-09-29,9,1,1,2,3,20,0,0,5,1,0,1,0,5,0
2020-09-30,8,1,1,2,2,18,0,0,5,1,0,1,0,5,0
2020-10-01,9,1,1,2,3,18,0,0,6,1,0,1,0,5,0
2020-10-02,9,1,1,2,3,20,0,0,6,1,0,1,0,6,0
2020-10-03,8,1,1,2,2,15,0,0,5,1,0,1,0,5,0
2020-10-04,8,1,1,2,2,17,0,0,5,1,0,1,0,4,0
2020-10-05,9,1,1,2,2,18,0,0,5,1,0,1,0,5,0
2020-10-06,9,1,1,2,3,19,0,0,5,1,0,1,0,5,0
2020-10-07,8,1,1,2,2,17,0,0,5,1,0,1,0,5,0
2020-10-08,9,1,1,2,3,18,0,0,6,1,0,1,0,5,0
2020-10-09,9,1,1,2,3,16,0,0,6,1,0,1,0,6,0
2020-10-10,10,1,1,2,4,17,0,0,6,1,0,1,0,6,0
2020-10-11,9,1,1,2,3,16,0,0,5,1,0,1,0,6,0
2020-10-12,10,1,1,2,3,20,0,0,5,1,0,1,0,7,0
2020-10-13,10,1,1,2,3,17,0,0,5,1,0,1,0,6,0
2020-10-14,10,1,1,2,3,18,0,0,5,1,0,1,0,6,0
2020-10-15,10,1,1,2,3,17,0,0,6,1,0,1,0,6,0
2020-10-16,9,1,1,2,3,17,0,0,6,1,0,1,0,6,0
2020-10-17,9,1,1,2,3,14,0,0,7,1,0,1,0,5,0
2020-10-18,8,1,1,1,2,15,0,0,6,1,0,1,0,5,0
2020-10-19,10,1,1,2,3,16,0,0,6,1,0,1,0,7,0
2020-10-20,12,1,1,2,4,18,0,0,5,1,0,1,0,7,0
2020-10-21,17,1,1,2,5,20,0,0,8,1,0,1,0,11,0
2020-10-22,18,1,2,2,5,24,0,0,9,1,0,1,0,13,0
2020-10-23,14,1,1,2,4,20,0,0,8,1,0,1,0,10,0
2020-10-24,12,1,1,2,3,17,0,0,7,1,0,1,0,9,0
2020-10-25,13,1,1,2,3,17,0,0,7,1,0,1,0,8,0
2020-10-26,13,1,1,2,4,19,0,1,7,1,0,1,0,9,0
2020-10-27,15,1,1,2,5,21,0,0,8,1,0,1,0,11,0
2020-10-28,16,1,1,2,5,19,0,0,8,1,0,1,0,12,0
2020-10-29,14,1,1,2,4,18,0,0,6,1,0,1,0,9,0
2020-10-30,13,1,1,2,4,16,0,0,6,1,0,1,0,9,0
2020-10-31,14,1,1,2,4,16,0,0,7,1,0,1,0,9,0
2020-11-01,13,1,1,2,4,17,0,0,6,1,0,1,0,9,0
2020-11-02,13,1,1,2,4,18,0,0,7,1,0,1,0,8,0
2020-11-03,12,1,1,2,4,17,0,0,6,1,0,1,0,8,0
2020-11-04,13,1,1,1,4,17,0,0,5,1,0,1,0,9,0
2020-11-05,19,1,2,2,6,21,0,0,7,2,0,1,0,15,0
2020-11-06,20,1,2,2,6,25,0,0,8,2,0,1,0,17,0
2020-11-07,16,1,2,2,5,23,0,0,7,1,0,1,0,12,0
2020-11-08,15,1,2,2,5,21,0,0,7,1,0,1,0,11,0
2020-11-09,16,1,2,2,5,21,0,0,7,1,0,1,0,13,0
2020-11-10,14,1,1,2,4,20,0,0,7,1,0,1,0,10,0
2020-11-11,15,1,2,2,4,24,0,0,6,1,0,1,0,10,0
2020-11-12,17,1,2,2,5,22,0,0,7,1,0,1,0,12,0
2020-11-13,17,1,2,2,5,22,0,0,8,2,0,1,0,14,0
2020-11-14,15,1,2,2,4,21,0,0,8,1,0,1,0,11,0
2020-11-15,14,1,1,2,4,19,0,0,7,1,0,1,0,10,0
2020-11-16,17,1,2,2,5,22,0,0,8,1,0,1,0,14,0
2020-11-17,23,1,2,2,7,26,0,1,12,2,0,1,0,19,0
2020-11-18,30,1,2,2,8,28,0,1,13,2,0,1,0,24,0
2020-11-19,22,1,2,2,6,25,0,1,10,2,0,1,0,19,0
2020-11-20,23,1,3,2,7,30,0,1,10,2,0,1,0,20,0
2020-11-21,24,1,3,3,7,32,0,1,12,2,0,1,0,20,0
2020-11-22,21,1,3,3,6,35,0,1,11,1,0,1,0,18,0
2020-11-23,21,1,4,3,6,43,0,1,10,1,0,1,0,19,0
2020-11-24,29,2,5,4,8,46,0,1,20,3,0,1,1,24,1
2020-11-25,27,2,5,3,6,34,0,1,12,2,0,1,0,19,0
2020-11-26,31,2,3,3,9,35,1,3,12,3,0,1,0,25,0
2020-11-27,22,1,2,2,6,25,0,1,9,1,0,1,0,20,0
2020-11-28,20,1,2,3,5,25,0,0,9,2,0,1,0,17,0
2020-11-29,18,1,2,2,5,23,0,1,9,1,0,1,0,15,0
2020-11-30,25,1,3,3,7,33,0,1,11,2,0,1,0,23,0
2020-12-01,27,1,3,3,7,36,0,1,12,2,0,1,0,24,0
2020-12-02,21,1,2,2,6,27,0,1,10,2,0,1,0,18,0
2020-12-03,20,1,2,2,5,28,0,0,10,2,0,1,0,18,0
2020-12-04,20,1,2,2,5,24,0,1,10,1,0,1,0,17,0
2020-12-05,17,1,2,2,5,23,0,1,9,1,0,1,0,14,0
2020-12-06,16,1,2,2,4,22,0,0,9,1,0,1,0,13,0
2020-12-07,17,1,2,2,5,25,0,0,9,1,0,1,0,15,0
2020-12-08,17,1,2,2,5,22,0,0,9,1,0,1,0,14,0
2020-12-09,19,1,2,2,5,24,0,0,9,1,0,1,0,16,0
2020-12-10,16,1,2,2,4,21,0,0,7,1,0,1,0,13,0
2020-12-11,17,1,2,2,5,21,0,0,9,1,0,1,0,15,0
2020-12-12,14,1,2,2,6,19,0,0,8,1,0,1,0,11,0
2020-12-13,16,1,2,2,5,20,0,0,9,1,0,1,0,12,0
2020-12-14,15,1,2,2,5,21,0,0,8,1,0,1,0,14,0
2020-12-15,16,1,2,2,5,22,0,0,8,1,0,1,0,14,0
2020-12-16,31,1,2,2,9,30,0,1,13,2,0,1,0,25,0
2020-12-17,50,2,4,3,13,39,0,2,24,4,0,1,0,44,0
2020-12-18,34,2,3,3,8,31,0,1,17,3,0,1,0,30,0
2020-12-19,28,1,3,3,8,26,0,1,14,2,0,1,0,27,0
2020-12-20,29,2,3,3,7,25,0,1,14,2,0,1,0,27,0
2020-12-21,31,1,2,3,8,27,0,1,14,2,0,1,0,29,0
2020-12-22,26,1,2,3,7,26,0,1,13,2,0,1,0,25,0
2020-12-23,25,2,2,3,7,24,0,0,11,2,0,1,0,24,0
2020-12-24,23,1,2,3,6,26,0,1,10,1,0,1,0,21,0
2020-12-25,27,1,3,3,7,25,0,1,10,2,0,1,0,21,0
2020-12-26,35,2,3,3,10,30,0,2,15,3,0,1,0,34,0
2020-12-27,45,2,5,4,13,41,0,3,20,4,0,1,1,43,1
2020-12-28,36,2,6,3,10,42,0,2,17,3,0,1,0,37,1
2020-12-29,34,2,4,4,8,35,0,1,15,3,0,1,1,32,1
2020-12-30,38,2,4,4,9,39,0,2,19,3,0,1,1,36,1
2020-12-31,39,2,4,3,10,34,0,2,18,3,0,1,0,39,1
2021-01-01,38,2,4,3,9,33,0,2,17,3,0,1,1,36,1
2021-01-02,63,3,7,5,16,47,0,5,34,6,0,1,1,55,1
2021-01-03,74,3,12,6,17,84,1,6,41,7,0,1,1,68,1
2021-01-04,64,3,15,6,15,100,0,4,29,5,0,1,1,64,1
2021-01-05,52,3,11,6,12,67,0,3,25,4,0,1,1,52,1
2021-01-06,54,3,11,6,13,78,1,3,30,5,0,2,1,57,1
2021-01-07,82,4,14,8,19,88,1,8,38,7,0,1,1,80,1
2021-01-08,84,3,13,7,19,78,1,7,43,7,0,1,1,82,1
2021-01-09,66,3,11,7,14,61,0,5,35,6,0,1,1,63,1
2021-01-10,64,3,13,7,15,82,1,5,31,6,0,1,1,60,1
2021-01-11,100,4,13,7,22,79,2,10,30,7,0,1,1,100,1
2021-01-12,70,2,9,5,16,57,0,3,25,4,0,1,1,78,1
2021-01-13,62,2,8,5,13,52,0,2,23,4,0,1,1,62,1
2021-01-14,63,2,9,6,14,53,0,2,25,5,0,1,1,63,1
2021-01-15,55,2,8,5,13,52,0,2,22,4,0,1,1,54,1
2021-01-16,46,3,7,6,11,50,0,2,22,3,0,1,1,44,1
2021-01-17,42,2,6,5,10,46,0,1,20,3,0,1,1,40,1
2021-01-18,40,2,6,5,10,44,0,1,16,2,0,1,1,40,1
2021-01-19,39,2,11,5,9,81,0,1,17,3,0,1,1,39,1
2021-01-20,38,2,9,5,9,60,0,1,14,3,0,1,0,38,1
2021-01-21,48,2,8,5,11,60,1,3,16,3,0,1,0,46,1
2021-01-22,49,2,8,5,12,49,0,2,16,3,0,1,1,56,1
2021-01-23,37,2,6,5,8,46,0,1,14,2,0,1,0,37,1
2021-01-24,33,2,7,5,8,53,0,1,13,2,0,1,1,32,1
2021-01-25,35,2,9,5,9,65,0,1,12,2,0,1,1,36,1
2021-01-26,34,2,7,4,8,45,0,1,13,2,0,1,0,31,1
2021-01-27,37,2,7,4,8,51,0,2,14,3,0,1,0,37,0
2021-01-28,37,3,7,6,9,48,0,1,20,4,0,1,0,39,1
2021-01-29,59,8,9,15,15,55,1,2,45,6,0,1,1,58,3
2021-01-30,41,5,7,9,9,50,0,1,24,3,0,1,1,41,2
2021-01-31,35,5,7,9,8,48,0,1,21,3,0,1,1,33,2
2021-02-01,36,4,6,8,8,47,0,1,18,3,0,1,1,36,1
2021-02-02,32,3,9,8,8,63,0,1,16,3,0,1,1,32,1
2021-02-03,34,3,13,8,9,87,0,1,16,3,0,1,1,33,1
2021-02-04,36,4,12,10,9,87,0,1,19,4,0,1,1,35,1
2021-02-05,34,5,11,10,8,81,1,1,16,3,0,1,1,30,1
2021-02-06,40,5,11,10,10,73,1,2,18,4,0,1,1,38,1
2021-02-07,36,5,11,11,8,68,1,1,19,3,0,1,1,32,2
2021-02-08,79,6,12,11,16,83,0,3,41,5,0,1,1,76,2
2021-02-09,93,6,13,12,18,83,1,4,51,7,0,1,1,90,2
2021-02-10,60,5,12,11,13,70,1,3,32,4,0,1,1,60,2
2021-02-11,57,5,10,12,12,63,1,2,30,4,0,1,1,56,2
2021-02-12,51,5,9,12,11,62,1,2,28,4,0,1,1,51,2
2021-02-13,45,5,9,12,10,67,1,2,26,3,0,1,1,41,2
2021-02-14,51,4,9,11,11,60,1,3,24,3,0,1,1,46,2
2021-02-15,48,4,9,11,11,60,3,2,22,3,0,1,1,46,2
2021-02-16,56,4,9,9,13,59,1,2,25,3,0,1,1,57,1
2021-02-17,64,4,9,11,13,64,1,4,30,5,0,1,1,63,2
2021-02-18,58,4,11,11,12,78,1,3,28,4,0,1,1,50,2
2021-02-19,63,4,11,12,14,81,1,4,31,4,0,1,1,63,2
2021-02-20,69,5,14,14,15,95,1,5,36,5,0,1,1,69,2
2021-02-21,63,5,11,12,14,74,1,4,32,4,0,1,1,60,2
2021-02-22,73,4,12,12,16,87,3,5,26,4,0,1,1,71,1
2021-02-23,90,5,14,13,20,93,7,8,27,5,0,2,1,93,1
2021-02-24,67,3,11,8,14,68,1,3,20,4,0,2,1,70,1
2021-02-25,56,3,9,9,12,58,1,1,18,3,0,1,1,53,1
2021-02-26,59,3,9,8,13,58,1,3,18,3,0,1,1,58,1
2021-02-27,46,3,8,9,11,54,1,1,15,2,0,1,1,43,1
2021-02-28,49,3,10,9,12,59,2,3,16,3,0,1,1,47,1
2021-03-01,48,3,8,8,11,54,0,1,15,2,0,1,1,51,1
2021-03-02,44,3,7,8,10,55,0,1,14,2,0,1,1,44,1
2021-03-03,43,2,7,8,10,49,0,1,14,2,0,1,1,43,1
2021-03-04,40,2,6,7,9,43,1,1,14,2,0,1,1,41,1
2021-03-05,38,2,6,7,9,45,1,1,11,2,0,1,0,40,1
2021-03-06,35,2,6,7,8,45,0,1,11,2,0,1,1,33,1
2021-03-07,36,2,7,8,9,54,0,1,12,2,0,1,1,33,1
2021-03-08,38,3,8,7,9,49,0,1,12,2,0,1,1,36,1
2021-03-09,45,3,9,9,11,57,0,1,14,2,0,1,1,44,1
2021-03-10,44,2,8,8,11,51,0,1,13,3,0,1,1,45,1
2021-03-11,40,2,7,8,10,47,0,1,14,2,0,1,1,40,1
2021-03-12,42,2,7,9,10,47,0,1,13,2,0,1,1,40,1
2021-03-13,54,3,9,11,13,57,1,2,17,3,0,1,1,49,1
2021-03-14,51,3,9,11,12,55,0,2,21,4,0,1,1,49,1
2021-03-15,44,3,7,11,11,51,0,2,15,3,0,1,1,45,1
2021-03-16,44,3,7,10,10,47,0,1,15,3,0,1,1,41,1
2021-03-17,38,3,6,9,9,46,0,1,14,2,0,1,1,39,1
2021-03-18,40,2,6,10,10,46,0,1,15,2,0,1,1,40,1
2021-03-19,37,2,6,9,8,44,0,1,14,2,0,1,1,35,1
2021-03-20,35,3,6,10,8,44,0,1,13,2,0,1,1,31,1
2021-03-21,34,3,6,10,8,44,1,1,12,2,0,1,1,30,1
2021-03-22,37,3,6,10,9,44,1,1,13,2,0,1,1,34,1
2021-03-23,36,2,6,9,9,47,1,1,12,2,0,1,1,35,1
2021-03-24,41,2,6,9,10,46,1,2,16,2,0,1,1,39,1
2021-03-25,43,2,6,9,11,47,1,2,14,2,0,1,1,41,1
2021-03-26,36,2,5,8,9,41,0,1,12,2,0,1,1,37,1
2021-03-27,34,3,5,9,8,42,0,1,12,2,0,1,1,31,1
2021-03-28,31,2,5,9,8,42,0,1,12,2,0,2,1,29,1
2021-03-29,37,2,6,10,9,47,0,1,13,2,0,2,1,34,1
2021-03-30,36,3,6,10,9,47,0,1,12,2,0,2,1,35,1
2021-03-31,36,3,6,10,9,47,1,2,13,2,0,2,1,34,1
2021-04-01,41,3,8,10,9,54,1,1,13,3,0,2,1,34,1
2021-04-02,36,3,11,11,9,72,0,1,14,2,0,2,1,32,1
2021-04-03,34,3,11,12,9,68,1,1,13,2,0,2,2,30,1
2021-04-04,33,3,9,12,8,54,1,1,12,2,0,2,1,27,1
2021-04-05,35,4,8,13,8,48,1,1,14,2,0,2,2,31,1
2021-04-06,34,3,8,12,8,51,1,1,13,2,0,1,2,31,1
2021-04-07,33,3,8,12,9,49,1,1,12,2,0,2,2,27,1
2021-04-08,33,3,7,11,8,43,0,1,14,2,0,2,1,27,1
2021-04-09,29,3,6,10,8,47,1,1,12,2,0,2,1,27,1
2021-04-10,34,3,7,12,9,53,1,1,15,2,0,2,1,30,1
2021-04-11,34,4,8,13,8,51,1,1,15,2,0,2,1,30,2
2021-04-12,34,4,8,12,8,50,1,1,14,2,0,2,1,33,1
2021-04-13,46,4,9,14,12,63,1,2,18,3,0,1,1,43,2
2021-04-14,49,6,11,16,12,68,2,3,23,3,0,1,1,48,2
2021-04-15,43,6,12,16,10,78,1,2,20,2,0,2,1,39,2
2021-04-16,45,9,11,23,10,67,3,2,27,4,0,1,2,41,3
2021-04-17,38,8,10,22,9,65,2,2,24,3,0,1,2,33,3
2021-04-18,71,8,11,24,18,69,15,11,25,4,0,2,2,57,3
2021-04-19,55,7,10,23,12,58,4,4,22,3,0,2,1,53,3
2021-04-20,47,7,9,25,12,62,4,3,23,4,0,2,1,45,4
2021-04-21,40,5,9,21,10,63,2,2,17,3,0,2,1,37,3
2021-04-22,46,5,11,19,11,88,3,3,16,3,0,3,1,39,2
2021-04-23,72,7,11,23,17,68,16,9,21,4,0,2,1,67,2
2021-04-24,50,5,8,16,13,51,2,3,16,3,0,3,1,47,2
2021-04-25,41,5,8,16,11,55,2,3,15,2,0,4,1,39,2
2021-04-26,47,4,9,16,13,63,1,2,15,3,0,4,1,45,2
2021-04-27,43,4,10,16,10,64,1,1,15,3,0,3,1,41,2
2021-04-28,39,5,11,15,10,69,1,1,15,3,0,3,1,36,2
2021-04-29,35,4,11,16,9,62,1,1,15,2,0,3,1,32,2
2021-04-30,38,4,11,15,9,59,1,1,14,2,0,3,1,31,2
2021-05-01,26,4,10,12,7,45,1,1,9,1,0,2,1,22,1
2021-05-02,23,4,10,13,6,43,1,1,9,1,0,2,1,19,1
2021-05-03,27,4,19,14,7,83,1,1,10,1,0,2,1,24,2
2021-05-04,28,6,18,16,7,79,2,1,11,2,0,2,1,25,2
2021-05-05,29,7,17,20,7,66,1,1,13,2,0,2,1,24,2
2021-05-06,27,7,16,20,6,64,1,1,12,2,0,2,1,23,3
2021-05-07,25,6,13,20,6,55,1,1,12,2,0,2,1,21,2
2021-05-08,26,8,16,23,6,72,1,1,13,2,0,2,1,21,3
2021-05-09,27,8,16,23,6,73,1,1,13,2,0,2,1,24,3
2021-05-10,28,8,19,23,7,94,3,1,12,2,0,2,1,25,3
2021-05-11,26,7,16,23,6,76,2,1,11,2,0,2,1,24,3
2021-05-12,27,6,16,21,6,82,2,1,12,2,0,2,1,23,3
2021-05-13,67,8,19,22,13,83,8,5,15,3,0,2,1,67,2
2021-05-14,43,7,14,19,8,67,1,2,12,2,0,2,1,39,2
2021-05-15,33,7,12,20,8,56,2,2,11,2,0,3,1,28,2
2021-05-16,36,6,13,19,9,61,3,3,11,3,0,3,1,31,2
2021-05-17,52,6,15,17,12,63,4,3,11,3,0,3,1,49,2
2021-05-18,40,5,11,16,9,52,1,1,10,2,0,3,1,38,2
2021-05-19,100,12,22,33,22,100,34,13,21,4,0,2,1,100,2
2021-05-20,73,8,16,19,14,66,12,6,16,3,0,2,1,84,2
2021-05-21,58,6,13,17,13,56,6,4,11,2,0,2,1,59,1
2021-05-22,53,6,12,14,11,49,6,3,11,2,0,2,1,52,1
2021-05-23,58,7,15,18,13,62,14,5,13,2,0,2,1,60,1
2021-05-24,56,5,14,14,12,54,4,3,11,2,0,2,1,61,1
2021-05-25,45,4,12,13,10,46,2,2,10,1,0,2,0,47,1
2021-05-26,38,4,11,13,9,45,1,1,8,1,0,2,1,39,1
2021-05-27,35,4,10,11,7,37,1,1,8,1,0,2,0,34,1
2021-05-28,36,4,9,11,8,36,2,1,8,1,0,1,0,35,1
2021-05-29,36,4,9,11,8,39,2,1,7,1,0,1,0,34,1
2021-05-30,33,4,9,9,8,35,1,1,6,1,0,1,0,32,1
2021-05-31,31,3,8,9,7,33,1,1,6,1,0,1,0,30,1
2021-06-01,30,3,8,9,7,34,1,1,6,1,0,1,0,32,1
2021-06-02,31,3,8,9,7,33,1,1,6,1,0,1,0,31,1
2021-06-03,30,3,8,10,6,34,0,1,7,1,0,2,0,33,1
2021-06-04,33,3,7,9,7,30,1,1,6,1,0,2,0,34,1
2021-06-05,29,3,6,10,6,30,1,1,7,1,0,2,0,28,1
2021-06-06,31,3,6,9,6,30,1,1,7,1,0,2,0,28,1
2021-06-07,29,3,7,9,6,29,1,1,6,1,0,2,0,27,1
2021-06-08,43,3,8,10,9,32,4,2,7,1,0,2,0,39,1
2021-06-09,36,3,7,8,8,28,1,1,7,1,0,2,0,33,1
2021-06-10,33,3,6,8,7,27,1,0,8,1,0,2,0,29,1
2021-06-11,26,2,5,8,6,25,1,0,6,1,0,2,0,23,1
2021-06-12,24,2,6,7,6,27,1,1,6,1,0,1,0,20,1
2021-06-13,24,2,5,7,6,25,0,0,6,1,0,1,0,21,1
2021-06-14,32,2,6,7,8,26,1,1,6,1,0,2,0,29,1
2021-06-15,26,2,5,7,6,24,0,0,6,1,0,2,0,25,1
2021-06-16,24,2,5,7,6,25,0,0,5,1,0,2,0,23,1
2021-06-17,23,2,5,7,5,25,1,0,5,1,0,2,0,19,1
2021-06-18,23,2,5,7,5,24,1,1,5,1,0,1,0,20,1
2021-06-19,20,2,5,7,5,24,1,1,5,1,0,1,0,18,1
2021-06-20,24,2,5,8,6,26,2,1,5,1,0,1,0,19,1
2021-06-21,33,3,8,9,8,32,5,2,6,1,0,1,0,32,1
2021-06-22,45,4,8,10,11,35,8,3,7,1,0,1,0,43,1
2021-06-23,31,2,6,7,7,29,1,1,5,1,0,1,0,32,1
2021-06-24,26,2,5,6,6,27,1,0,5,1,0,2,0,25,1
2021-06-25,27,2,5,7,6,27,1,0,5,1,0,2,0,24,1
2021-06-26,25,2,6,6,6,27,1,1,5,1,0,1,0,23,1
2021-06-27,23,2,5,6,6,27,1,1,5,1,0,1,0,21,1
2021-06-28,26,2,6,6,6,27,0,1,4,1,0,1,0,24,1
2021-06-29,24,2,6,6,6,29,0,0,5,1,0,1,0,21,1
2021-06-30,21,2,5,6,5,28,0,0,5,1,0,1,0,19,1
